ean,product,lines_count,product_norm,prod_tokens,match_item,match_category,score,is_food_corner_auto
2010061142517.0,Kuchnia Smaku Musztarda Sarepska Roleski 175g,2,kuchnia smaku musztarda sarepska roleski 175g,"['kuchnia', 'smaku', 'musztarda', 'sarepska', 'roleski', '175g']",,,0.15189873417721522,False
5060045581280.0,"DRINK JIM BEAM&COLA 4,5 % 330 ml STOCK PUSZ",1,drink jim beam cola 4 5 330 ml stock pusz,"['drink', 'jim', 'beam', 'cola', '4', '5', '330', 'stock', 'pusz']",,,0.15189873417721522,False
5900541011099.0,"Żywiec Zdrój Napój niegazowany cytrynowy smak 1,2 l",1,zywiec zdroj napoj niegazowany cytrynowy smak 1 2 l,"['zywiec', 'zdroj', 'napoj', 'niegazowany', 'cytrynowy', 'smak', '1', '2']",,,0.15189873417721522,False
5901559951162.0,Heineken Piwo jasne 500 ml,7,heineken piwo jasne 500 ml,"['heineken', 'piwo', 'jasne', '500']",,,0.15172413793103448,False
5900541000017.0,"Żywiec Zdrój Mocny Gaz Woda źródlana 1,5 l",7,zywiec zdroj mocny gaz woda zrodlana 1 5 l,"['zywiec', 'zdroj', 'mocny', 'gaz', 'woda', 'zrodlana', '1', '5']",,,0.15172413793103448,False
5900490000182.0,Lech Premium Piwo jasne 500 ml,4,lech premium piwo jasne 500 ml,"['lech', 'premium', 'piwo', 'jasne', '500']",,,0.15172413793103448,False
5902746640418.0,"PIWO WARKA JASNE PEŁNE 0,65L but.",4,piwo warka jasne pe ne 0 65l but,"['piwo', 'warka', 'jasne', 'pe', 'ne', '0', '65l', 'but']",,,0.15172413793103448,False
5903978396555.0,Primavera Woda źródlana niegazowana 500 ml,4,primavera woda zrodlana niegazowana 500 ml,"['primavera', 'woda', 'zrodlana', 'niegazowana', '500']",,,0.15172413793103448,False
5902573011535.0,"LUBELSKA CHILL LYCHEE POP 21% 0,5L",2,lubelska chill lychee pop 21 0 5l,"['lubelska', 'chill', 'lychee', 'pop', '21', '0', '5l']",,,0.15172413793103448,False
8690526733104.0,Dare Baton z orzeszkami ziemnymi karmelem nugatem pokryty mleczną czekoladą 36 g ,1,dare baton z orzeszkami ziemnymi karmelem nugatem pokryty mleczna czekolada 36 g,"['dare', 'baton', 'orzeszkami', 'ziemnymi', 'karmelem', 'nugatem', 'pokryty', 'mleczna', 'czekolada', '36']",,,0.15172413793103448,False
5900334017536.0,Sok 100% Pomarańcza Cytryna Tymbark 1l,1,sok 100 pomarancza cytryna tymbark 1l,"['sok', '100', 'pomarancza', 'cytryna', 'tymbark', '1l']",,,0.15172413793103448,False
5900490000427.0,Lech Premium Piwo jasne 500 ml,1,lech premium piwo jasne 500 ml,"['lech', 'premium', 'piwo', 'jasne', '500']",,,0.15172413793103448,False
5902573008269.0,"Wódka Żoł.Gorz.0,2L",1,wodka zo gorz 0 2l,"['wodka', 'zo', 'gorz', '0', '2l']",,,0.15135135135135136,False
8711327480537.0,Magnum Double Gold Caramel Billionaire Lody 85 ml,1,magnum double gold caramel billionaire lody 85 ml,"['magnum', 'double', 'gold', 'caramel', 'billionaire', 'lody', '85']",,,0.15135135135135136,False
4009900484633.0,Winterfresh - Guma do żucia bez cukru 58g,1,winterfresh - guma do zucia bez cukru 58g,"['winterfresh', '-', 'guma', 'zucia', 'bez', 'cukru', '58g']",,,0.15135135135135136,False
5060166692483.0,Monster Energy Gazowany napój energetyczny 500 ml,25,monster energy gazowany napoj energetyczny 500 ml,"['monster', 'energy', 'gazowany', 'napoj', 'energetyczny', '500']",,,0.1511111111111111,False
5901939103075.0,Piątnica Skyr jogurt pitny typu islandzkiego wanilia 330 ml,3,piatnica skyr jogurt pitny typu islandzkiego wanilia 330 ml,"['piatnica', 'skyr', 'jogurt', 'pitny', 'typu', 'islandzkiego', 'wanilia', '330']",,,0.1511111111111111,False
8435185944009.0,Dr Pepper Napój gazowany o smaku owocowym 330 ml,1,dr pepper napoj gazowany o smaku owocowym 330 ml,"['dr', 'pepper', 'napoj', 'gazowany', 'o', 'smaku', 'owocowym', '330']",,,0.1511111111111111,False
5905999152134.0,NAPOJ DRIFT IZOTONICZNY O SM.WIELOOWOCOWYM 750ML PET,1,napoj drift izotoniczny o sm wieloowocowym 750ml pet,"['napoj', 'drift', 'izotoniczny', 'o', 'sm', 'wieloowocowym', '750ml', 'pet']",,,0.1511111111111111,False
5690548867750.0,Lýsi Omega-3 Tran islandzki o smaku cytrynowym 240 ml ,1,lysi omega-3 tran islandzki o smaku cytrynowym 240 ml,"['lysi', 'omega-3', 'tran', 'islandzki', 'o', 'smaku', 'cytrynowym', '240']",,,0.1511111111111111,False
5900552078333.0,Black Double Energy Original Gazowany napój energetyzujący 150 ml,1,black double energy original gazowany napoj energetyzujacy 150 ml,"['black', 'double', 'energy', 'original', 'gazowany', 'napoj', 'energetyzujacy', '150']",,,0.1511111111111111,False
5900471015761.0,"Soplica pigwowa Likier 0,2 l ",7,soplica pigwowa likier 0 2 l,"['soplica', 'pigwowa', 'likier', '0', '2']",,,0.15094339622641512,False
7622210811783.0,Nussbeisser Czekolada mleczna z całymi orzechami laskowymi 220 g,1,nussbeisser czekolada mleczna z ca ymi orzechami laskowymi 220 g,"['nussbeisser', 'czekolada', 'mleczna', 'ca', 'ymi', 'orzechami', 'laskowymi', '220']",,,0.15094339622641512,False
59075585.0,Wkłady tytoniowe NEO ICE CLICK,1,wk ady tytoniowe neo ice click,"['wk', 'ady', 'tytoniowe', 'neo', 'ice', 'click']",,,0.15094339622641512,False
5900471016171.0,"Soplica pigwowa Likier 0,5 l ",1,soplica pigwowa likier 0 5 l,"['soplica', 'pigwowa', 'likier', '0', '5']",,,0.15094339622641512,False
5900471025272.0,"SOPLICA ŚLIWKOWA 0,5L 32%",1,soplica sliwkowa 0 5l 32,"['soplica', 'sliwkowa', '0', '5l', '32']",,,0.15094339622641512,False
5902121004163.0,LODY ROZEK 110ml CZEKOLADA NOWY - KORAL,10,lody rozek 110ml czekolada nowy - koral,"['lody', 'rozek', '110ml', 'czekolada', 'nowy', '-', 'koral']",,,0.15072463768115943,False
6972551364723.0,E-PAPIEROS AUPO JEDNORAZOWY POD 800 APPLE,2,e-papieros aupo jednorazowy pod 800 apple,"['e-papieros', 'aupo', 'jednorazowy', 'pod', '800', 'apple']",,,0.15072463768115943,False
10660942.0,Orbit Guma do zucia White Freshmint 14g,2,orbit guma do zucia white freshmint 14g,"['orbit', 'guma', 'zucia', 'white', 'freshmint', '14g']",,,0.15072463768115943,False
5905689311278.0,Classic Gazowany napój energetyzujący 250 ml,1,classic gazowany napoj energetyzujacy 250 ml,"['classic', 'gazowany', 'napoj', 'energetyzujacy', '250']",,,0.15072463768115943,False
5901588018003.0,E. Wedel Czekolada mleczna z nadzieniem mlecznym 100 g,1,e wedel czekolada mleczna z nadzieniem mlecznym 100 g,"['e', 'wedel', 'czekolada', 'mleczna', 'nadzieniem', 'mlecznym', '100']",,,0.15058823529411766,False
5906441330865.0,"Zbyszko Napój owocowy niegazowany 3 jabłko pomarańcza brzoskwinia 1,75 l",1,zbyszko napoj owocowy niegazowany 3 jab ko pomarancza brzoskwinia 1 75 l,"['zbyszko', 'napoj', 'owocowy', 'niegazowany', '3', 'jab', 'ko', 'pomarancza', 'brzoskwinia', '1', '75']",,,0.15009174311926607,False
5900699102786.0,Żywiec Piwo jasne bezalkoholowe 500 ml,4,zywiec piwo jasne bezalkoholowe 500 ml,"['zywiec', 'piwo', 'jasne', 'bezalkoholowe', '500']",,,0.15000000000000002,False
5900497043144.0,Lipton Ice Tea Lemon Napój niegazowany 330 ml,3,lipton ice tea lemon napoj niegazowany 330 ml,"['lipton', 'ice', 'tea', 'lemon', 'napoj', 'niegazowany', '330']",,,0.15000000000000002,False
5903111025366.0,Lucky Fish Kimbap sushi w kanapce z łososiem 120 g,3,lucky fish kimbap sushi w kanapce z ososiem 120 g,"['lucky', 'fish', 'kimbap', 'sushi', 'kanapce', 'ososiem', '120']",,,0.15000000000000002,False
5900552058045.0,Black Energy Mango Gazowany napój energetyzujący 250 ml,2,black energy mango gazowany napoj energetyzujacy 250 ml,"['black', 'energy', 'mango', 'gazowany', 'napoj', 'energetyzujacy', '250']",,,0.15000000000000002,False
5900497043229.0,Lipton Ice Tea Lemon Napój niegazowany 500 ml,2,lipton ice tea lemon napoj niegazowany 500 ml,"['lipton', 'ice', 'tea', 'lemon', 'napoj', 'niegazowany', '500']",,,0.15000000000000002,False
5000112651621.0,"FuzeTea Napój niegazowany o smaku brzoskwiniowym 1,5 l",2,fuzetea napoj niegazowany o smaku brzoskwiniowym 1 5 l,"['fuzetea', 'napoj', 'niegazowany', 'o', 'smaku', 'brzoskwiniowym', '1', '5']",,,0.15000000000000002,False
5909991102326.0,Ibuprom Sprint 200 mg Kapsułki miękkie 10 sztuk,1,ibuprom sprint 200 mg kapsu ki miekkie 10 sztuk,"['ibuprom', 'sprint', '200', 'mg', 'kapsu', 'ki', 'miekkie', '10']",,,0.15000000000000002,False
7613038520193.0,Nałęczowianka Naturalna woda mineralna niegazowana 1 l,1,na eczowianka naturalna woda mineralna niegazowana 1 l,"['eczowianka', 'naturalna', 'woda', 'mineralna', 'niegazowana', '1']",,,0.15000000000000002,False
4030700161110.0,Wkłady tytoniowe iD CAPSULE SUMMER RED,1,wk ady tytoniowe id capsule summer red,"['wk', 'ady', 'tytoniowe', 'id', 'capsule', 'summer', 'red']",,,0.15000000000000002,False
5900567015866.0,Morliny Frankfurterki 240 g,1,morliny frankfurterki 240 g,"['morliny', 'frankfurterki', '240']",,,0.15000000000000002,False
5900956100593.0,Herbapol Suplement diety malina 420 ml,1,herbapol suplement diety malina 420 ml,"['herbapol', 'suplement', 'diety', 'malina', '420']",,,0.15000000000000002,False
5900497044325.0,"Lipton Ice Tea Lemon Napój niegazowany 0,85 l",1,lipton ice tea lemon napoj niegazowany 0 85 l,"['lipton', 'ice', 'tea', 'lemon', 'napoj', 'niegazowany', '0', '85']",,,0.15000000000000002,False
5900500028885.0,Hortex Vitaminka Sok jabłko marchew brzoskwinia 1 l,1,hortex vitaminka sok jab ko marchew brzoskwinia 1 l,"['hortex', 'vitaminka', 'sok', 'jab', 'ko', 'marchew', 'brzoskwinia', '1']",,,0.15,False
4744131015330.0,Aquaphor - Dzbanek z wkładem filtrujacycm AQUAPHOR KOMPAKT B25  sztuka,2,aquaphor - dzbanek z wk adem filtrujacycm aquaphor kompakt b25 sztuka,"['aquaphor', '-', 'dzbanek', 'wk', 'adem', 'filtrujacycm', 'aquaphor', 'kompakt', 'b25']",,,0.14953271028037382,False
5900259130839.0,Cheetos Chrupki kukurydziane o smaku pizzy 85 g,3,cheetos chrupki kukurydziane o smaku pizzy 85 g,"['cheetos', 'chrupki', 'kukurydziane', 'o', 'smaku', 'pizzy', '85']",,,0.14933333333333335,False
5904310504706.0,CUKIERNIA OLSZA  Croissant malinowy 0.1 kg (100g),2,cukiernia olsza croissant malinowy 0 1 kg 100g,"['cukiernia', 'olsza', 'croissant', 'malinowy', '0', '1', '100g']",,,0.14933333333333335,False
5900699103530.0,Desperados Mojito Piwo aromatyzowane 400 ml,2,desperados mojito piwo aromatyzowane 400 ml,"['desperados', 'mojito', 'piwo', 'aromatyzowane', '400']",,,0.14933333333333335,False
5711953078811.0,Starbucks Caffè Latte Mleczny napój kawowy 220 ml,1,starbucks caffe latte mleczny napoj kawowy 220 ml,"['starbucks', 'caffe', 'latte', 'mleczny', 'napoj', 'kawowy', '220']",,,0.14933333333333335,False
5900014003019.0,Žatecký Světlý Ležák Piwo jasne pełne 500 ml,1,zatecky svetly lezak piwo jasne pe ne 500 ml,"['zatecky', 'svetly', 'lezak', 'piwo', 'jasne', 'pe', 'ne', '500']",,,0.14933333333333335,False
613008763527.0,Arizona Peach Napój herbaciany gazowany 330 ml ,1,arizona peach napoj herbaciany gazowany 330 ml,"['arizona', 'peach', 'napoj', 'herbaciany', 'gazowany', '330']",,,0.14933333333333335,False
5900541000079.0,Żywiec Zdrój Mocny Gaz Woda źródlana 500 ml,4,zywiec zdroj mocny gaz woda zrodlana 500 ml,"['zywiec', 'zdroj', 'mocny', 'gaz', 'woda', 'zrodlana', '500']",,,0.14915254237288136,False
5903978396357.0,Primavera Woda źródlana niegazowana 1 l,3,primavera woda zrodlana niegazowana 1 l,"['primavera', 'woda', 'zrodlana', 'niegazowana', '1']",,,0.14915254237288136,False
5905187120013.0,Lorenz - Chrpki Curly Mexican Style 120g,2,lorenz - chrpki curly mexican style 120g,"['lorenz', '-', 'chrpki', 'curly', 'mexican', 'style', '120g']",,,0.14915254237288136,False
8412600038727.0,Takis Intense Nacho Tortilla Chips 100 g,1,takis intense nacho tortilla chips 100 g,"['takis', 'intense', 'nacho', 'tortilla', 'chips', '100']",,,0.14915254237288136,False
4030600183182.0,Papierosy P&S Parker&Simpson BLUE superslim,1,papierosy p s parker simpson blue superslim,"['papierosy', 'p', 'parker', 'simpson', 'blue', 'superslim']",,,0.14915254237288136,False
5901359074290.0,Kozel Černý Piwo ciemne 500 ml,1,kozel cerny piwo ciemne 500 ml,"['kozel', 'cerny', 'piwo', 'ciemne', '500']",,,0.14915254237288136,False
40145990.0,Zott Monte Deser 150 g,2,zott monte deser 150 g,"['zott', 'monte', 'deser', '150']",,,0.14883720930232558,False
5063270118894.0,Lipton Yellow Label Herbata czarna 50 g (25 torebek) ,1,lipton yellow label herbata czarna 50 g 25 torebek,"['lipton', 'yellow', 'label', 'herbata', 'czarna', '50', '25', 'torebek']",,,0.14883720930232558,False
5449000122421.0,Kinley Pink Aromatic Berry Napój gazowany 500 ml,1,kinley pink aromatic berry napoj gazowany 500 ml,"['kinley', 'pink', 'aromatic', 'berry', 'napoj', 'gazowany', '500']",,,0.14883720930232558,False
5900014002173.0,"PIWO CARLSBERG 0,5L but.bezzw.",1,piwo carlsberg 0 5l but bezzw,"['piwo', 'carlsberg', '0', '5l', 'but', 'bezzw']",,,0.14883720930232558,False
8710438126235.0,"McCain Our Original Choice Trójkąty uformowane z grubo tartych ziemniaków dodatkiem przypraw 2,5 kg ",2,mccain our original choice trojkaty uformowane z grubo tartych ziemniakow dodatkiem przypraw 2 5 kg,"['mccain', 'our', 'original', 'choice', 'trojkaty', 'uformowane', 'grubo', 'tartych', 'ziemniakow', 'dodatkiem', 'przypraw', '2', '5']",,,0.14857142857142858,False
8593875610112.0,"Holba Premium Piwo jasne pełne lager 0,5 l",1,holba premium piwo jasne pe ne lager 0 5 l,"['holba', 'premium', 'piwo', 'jasne', 'pe', 'ne', 'lager', '0', '5']",,,0.14857142857142858,False
5901067401043.0,"NAPÓJ KUBUŚ WATERRR CYTRYNA 1,5L",1,napoj kubus waterrr cytryna 1 5l,"['napoj', 'kubus', 'waterrr', 'cytryna', '1', '5l']",,,0.14857142857142858,False
5900497300506.0,Pepsi-Cola Zero cukru Napój gazowany o smaku cola 500 ml,5,pepsi-cola zero cukru napoj gazowany o smaku cola 500 ml,"['pepsi-cola', 'zero', 'cukru', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '500']",,,0.14845360824742268,False
59090434.0,Pepsi-Cola Zero cukru Napój gazowany o smaku cola 250 ml,1,pepsi-cola zero cukru napoj gazowany o smaku cola 250 ml,"['pepsi-cola', 'zero', 'cukru', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '250']",,,0.14845360824742268,False
5906660176138.0,Chleb Tostowy pszenny 500g,3,chleb tostowy pszenny 500g,"['chleb', 'tostowy', 'pszenny', '500g']",,,0.14814814814814814,False
5900490000311.0,Lech Pils Piwo jasne 500 ml,3,lech pils piwo jasne 500 ml,"['lech', 'pils', 'piwo', 'jasne', '500']",,,0.14814814814814814,False
5900343004749.0,"ABSOLWENT CYTRYNÓWKA 0,5L 32%",3,absolwent cytrynowka 0 5l 32,"['absolwent', 'cytrynowka', '0', '5l', '32']",,,0.14814814814814814,False
5900259353276.0,Cheetos Chrupki kukurydziane o smaku ketchupowym 85 g,2,cheetos chrupki kukurydziane o smaku ketchupowym 85 g,"['cheetos', 'chrupki', 'kukurydziane', 'o', 'smaku', 'ketchupowym', '85']",,,0.14814814814814814,False
5900699102199.0,EB Piwo jasne pełne 330 ml ,2,eb piwo jasne pe ne 330 ml,"['eb', 'piwo', 'jasne', 'pe', 'ne', '330']",,,0.14814814814814814,False
5902448164991.0,BIO PLANET  Jaja kurze z chowu ekologicznego (rozmiar M) - 6 szt. BIO 1 szt.,1,bio planet jaja kurze z chowu ekologicznego rozmiar m - 6 szt bio 1 szt,"['bio', 'planet', 'jaja', 'kurze', 'chowu', 'ekologicznego', 'rozmiar', 'm', '-', '6', 'bio', '1']",,,0.14814814814814814,False
7622210078100.0,Milka Oreo Czekolada mleczna 100 g,1,milka oreo czekolada mleczna 100 g,"['milka', 'oreo', 'czekolada', 'mleczna', '100']",,,0.14814814814814814,False
54491069.0,Napój gazowany o smaku cytrynowo-limonkowym Sprite 0.5l,1,napoj gazowany o smaku cytrynowo-limonkowym sprite 0 5l,"['napoj', 'gazowany', 'o', 'smaku', 'cytrynowo-limonkowym', 'sprite', '0', '5l']",,,0.14814814814814814,False
4008211006183.0,Lody Kaktus Sandwich 160 ml,1,lody kaktus sandwich 160 ml,"['lody', 'kaktus', 'sandwich', '160']",,,0.14814814814814814,False
5901414204693.0,Leibniz Original Herbatniki maślane 100 g,1,leibniz original herbatniki maslane 100 g,"['leibniz', 'original', 'herbatniki', 'maslane', '100']",,,0.14814814814814814,False
4008400553023.0,Kinder Maxi King Wafel z mlecznym i karmelowym nadzieniem pokryty czekoladą i orzechami 35 g,6,kinder maxi king wafel z mlecznym i karmelowym nadzieniem pokryty czekolada i orzechami 35 g,"['kinder', 'maxi', 'king', 'wafel', 'mlecznym', 'karmelowym', 'nadzieniem', 'pokryty', 'czekolada', 'orzechami', '35']",,,0.14794520547945206,False
80177609.0,Kinder Chocolate Batonik z mlecznej czekolady z nadzieniem mlecznym 50 g (4 sztuki),2,kinder chocolate batonik z mlecznej czekolady z nadzieniem mlecznym 50 g 4 sztuki,"['kinder', 'chocolate', 'batonik', 'mlecznej', 'czekolady', 'nadzieniem', 'mlecznym', '50', '4']",,,0.14789915966386555,False
5901359194981.0,Hardmade Lychee & Aloe Piwo z napojem o smaku liczi i aloesu 400 ml ,1,hardmade lychee aloe piwo z napojem o smaku liczi i aloesu 400 ml,"['hardmade', 'lychee', 'aloe', 'piwo', 'napojem', 'o', 'smaku', 'liczi', 'aloesu', '400']",,,0.14789915966386555,False
8594040447274.0,"WINO COLLECTION MORAVIA MULLER THURGAU B/WYT 0,75L",3,wino collection moravia muller thurgau b/wyt 0 75l,"['wino', 'collection', 'moravia', 'muller', 'thurgau', 'b/wyt', '0', '75l']",,,0.14782608695652175,False
5900154000046.0,Chaber Pieczywo chrupkie żytnie 100 g 5900154000046,1,chaber pieczywo chrupkie zytnie 100 g 5900154000046,"['chaber', 'pieczywo', 'chrupkie', 'zytnie', '100', '5900154000046']",,,0.14782608695652175,False
40144733.0,Ice fresh Chłodzące i orzeźwiające cukierki lodowe 50 g,1,ice fresh ch odzace i orzezwiajace cukierki lodowe 50 g,"['ice', 'fresh', 'ch', 'odzace', 'orzezwiajace', 'cukierki', 'lodowe', '50']",,,0.14782608695652175,False
5449000275547.0,Napój cytrynowo-limonkowy Sprite 850ml,5,napoj cytrynowo-limonkowy sprite 850ml,"['napoj', 'cytrynowo-limonkowy', 'sprite', '850ml']",,,0.1476923076923077,False
8711327368910.0,Magnum Vanilla Caramel Lody 90 ml ,2,magnum vanilla caramel lody 90 ml,"['magnum', 'vanilla', 'caramel', 'lody', '90']",,,0.1476923076923077,False
5902093000101.0,Królewskie Piwo jasne pełne 500 ml,1,krolewskie piwo jasne pe ne 500 ml,"['krolewskie', 'piwo', 'jasne', 'pe', 'ne', '500']",,,0.1476923076923077,False
5055107435144.0,Mobil - Olej silnikowy 10W40 Super Mobile 2000 1l,1,mobil - olej silnikowy 10w40 super mobile 2000 1l,"['mobil', '-', 'olej', 'silnikowy', '10w40', 'super', 'mobile', '2000', '1l']",,,0.1476923076923077,False
5901716990072.0,Krüger Vital Power Suplement diety magnez + B6 smak cytrynowy 2 x 80 g,1,kruger vital power suplement diety magnez + b6 smak cytrynowy 2 x 80 g,"['kruger', 'vital', 'power', 'suplement', 'diety', 'magnez', '+', 'b6', 'smak', 'cytrynowy', '2', 'x', '80']",,,0.1474436503573392,False
5905669897594.0,Browar Waszczukowe Dziki napój z puszczy Lemoniada z trawą żubrową 330 ml ,2,browar waszczukowe dziki napoj z puszczy lemoniada z trawa zubrowa 330 ml,"['browar', 'waszczukowe', 'dziki', 'napoj', 'puszczy', 'lemoniada', 'trawa', 'zubrowa', '330']",,,0.14736842105263157,False
5905927000889.0,PIWO PERLA BIALA PSZENICZNA 500ML BUT BEZZWROTNA,1,piwo perla biala pszeniczna 500ml but bezzwrotna,"['piwo', 'perla', 'biala', 'pszeniczna', '500ml', 'but', 'bezzwrotna']",,,0.14736842105263157,False
8000570467403.0,Martini Brut Wino wytrawne białe musujące 750 ml,1,martini brut wino wytrawne bia e musujace 750 ml,"['martini', 'brut', 'wino', 'wytrawne', 'bia', 'e', 'musujace', '750']",,,0.14736842105263157,False
5900862212489.0,Winiary Majonez Dekoracyjny 250 ml,1,winiary majonez dekoracyjny 250 ml,"['winiary', 'majonez', 'dekoracyjny', '250']",,,0.14736842105263157,False
5900497020848.0,"NAPÓJ ENERGETYZUJĄCY ROCKSTAR ORANGE 0,25L pusz.",1,napoj energetyzujacy rockstar orange 0 25l pusz,"['napoj', 'energetyzujacy', 'rockstar', 'orange', '0', '25l', 'pusz']",,,0.14736842105263157,False
5907814662200.0,BIO PLANET  Soczewica czarna beluga BIO 0.4 kg (400g),3,bio planet soczewica czarna beluga bio 0 4 kg 400g,"['bio', 'planet', 'soczewica', 'czarna', 'beluga', 'bio', '0', '4', '400g']",,,0.1471264367816092,False
5900783000424.0,Pudliszki Ketchup łagodny 480 g,1,pudliszki ketchup agodny 480 g,"['pudliszki', 'ketchup', 'agodny', '480']",,,0.1469387755102041,False
6408432203398.0,Valio Profeel Mus z wysoką zawartością białka o smaku czekoladowym 150 g,1,valio profeel mus z wysoka zawartoscia bia ka o smaku czekoladowym 150 g,"['valio', 'profeel', 'mus', 'wysoka', 'zawartoscia', 'bia', 'ka', 'o', 'smaku', 'czekoladowym', '150']",,,0.14678899082568808,False
4820260892070.0,E-Papieros Crystal Lush Ice Salt 20mg 600 Puff,13,e-papieros crystal lush ice salt 20mg 600 puff,"['e-papieros', 'crystal', 'lush', 'ice', 'salt', '20mg', '600', 'puff']",,,0.14666666666666667,False
8697288521130.0,BEYOGLU wafelek DUBAI duo gofret 36g,2,beyoglu wafelek dubai duo gofret 36g,"['beyoglu', 'wafelek', 'dubai', 'duo', 'gofret', '36g']",,,0.14666666666666667,False
5900512320335.0,Mlekovita Mleko UHT 2% tłuszczu Wypasione 1 l,3,mlekovita mleko uht 2 t uszczu wypasione 1 l,"['mlekovita', 'mleko', 'uht', '2', 't', 'uszczu', 'wypasione', '1']",,,0.14647887323943662,False
5907471412590.0,WAFLE DR GERARD PRYNCYPALKI MOTTO 170G,1,wafle dr gerard pryncypalki motto 170g,"['wafle', 'dr', 'gerard', 'pryncypalki', 'motto', '170g']",,,0.14647887323943662,False
5900531004018.0,Piątnica Twaróg wiejski półtłusty 250 g,1,piatnica twarog wiejski po t usty 250 g,"['piatnica', 'twarog', 'wiejski', 'po', 't', 'usty', '250']",,,0.14647887323943662,False
7613038635651.0,"Nałęczowianka Naturalna woda mineralna niegazowana 1,5 l",2,na eczowianka naturalna woda mineralna niegazowana 1 5 l,"['eczowianka', 'naturalna', 'woda', 'mineralna', 'niegazowana', '1', '5']",,,0.14634146341463414,False
7613038632421.0,"Nałęczowianka Naturalna woda mineralna niegazowana 0,5 l",2,na eczowianka naturalna woda mineralna niegazowana 0 5 l,"['eczowianka', 'naturalna', 'woda', 'mineralna', 'niegazowana', '0', '5']",,,0.14634146341463414,False
5000112651904.0,"Sprite Napój gazowany o smaku cytrynowo-limonkowym 1,5 l",1,sprite napoj gazowany o smaku cytrynowo-limonkowym 1 5 l,"['sprite', 'napoj', 'gazowany', 'o', 'smaku', 'cytrynowo-limonkowym', '1', '5']",,,0.14634146341463414,False
5900259120700.0,Cheetos Chrupki kukurydziane o smaku ketchupowym 120 g ,1,cheetos chrupki kukurydziane o smaku ketchupowym 120 g,"['cheetos', 'chrupki', 'kukurydziane', 'o', 'smaku', 'ketchupowym', '120']",,,0.14634146341463414,False
40144641.0,"Mamba Gumy rozpuszczalne o smakach owocowych 26,5 g",1,mamba gumy rozpuszczalne o smakach owocowych 26 5 g,"['mamba', 'gumy', 'rozpuszczalne', 'o', 'smakach', 'owocowych', '26', '5']",,,0.14623655913978495,False
7610400070577.0,Lindt Excellence Czekolada gorzka z ekstraktem z papryki chili 100 g,3,lindt excellence czekolada gorzka z ekstraktem z papryki chili 100 g,"['lindt', 'excellence', 'czekolada', 'gorzka', 'ekstraktem', 'papryki', 'chili', '100']",,,0.14615384615384616,False
8000500434123.0,Kinder Crispy Chrupiący wafelek z nadzieniem kakaowym i orzechowym 34 g  ,2,kinder crispy chrupiacy wafelek z nadzieniem kakaowym i orzechowym 34 g,"['kinder', 'crispy', 'chrupiacy', 'wafelek', 'nadzieniem', 'kakaowym', 'orzechowym', '34']",,,0.14615384615384616,False
5904031091424.0,Baton karmelowy z orzechami arachidowymi w mlecznej czekoladzie Łużyckie praliny 50g,1,baton karmelowy z orzechami arachidowymi w mlecznej czekoladzie uzyckie praliny 50g,"['baton', 'karmelowy', 'orzechami', 'arachidowymi', 'mlecznej', 'czekoladzie', 'uzyckie', 'praliny', '50g']",,,0.14598540145985403,False
5201360531936.0,7 Days Cream & Cookies Super Max Rogalik z kremem waniliowym z mlekiem i kawałkami ciastek 110 g,3,7 days cream cookies super max rogalik z kremem waniliowym z mlekiem i kawa kami ciastek 110 g,"['7', 'days', 'cream', 'cookies', 'super', 'max', 'rogalik', 'kremem', 'waniliowym', 'mlekiem', 'kawa', 'kami', 'ciastek', '110']",,,0.14583333333333334,False
7622210669315.0,Milka Choco Brownie Ciastka z czekoladą i kawałkami czekolady mlecznej 150 g (6 sztuk),2,milka choco brownie ciastka z czekolada i kawa kami czekolady mlecznej 150 g 6 sztuk,"['milka', 'choco', 'brownie', 'ciastka', 'czekolada', 'kawa', 'kami', 'czekolady', 'mlecznej', '150', '6']",,,0.14578512396694215,False
4030600227145.0,Papierosy Davidoff EVOLVED BLUE SSL-LINE superslim,6,papierosy davidoff evolved blue ssl-line superslim,"['papierosy', 'davidoff', 'evolved', 'blue', 'ssl-line', 'superslim']",,,0.14545454545454548,False
59073499.0,Wkłady tytoniowe TEREA RUSSET do użytku z urządzen,4,wk ady tytoniowe terea russet do uzytku z urzadzen,"['wk', 'ady', 'tytoniowe', 'terea', 'russet', 'uzytku', 'urzadzen']",,,0.14545454545454548,False
59075578.0,Wkłady tytoniowe NEO GREEN CLICK,4,wk ady tytoniowe neo green click,"['wk', 'ady', 'tytoniowe', 'neo', 'green', 'click']",,,0.14545454545454548,False
5901559950073.0,Desperados Original Piwo aromatyzowane 400 ml,2,desperados original piwo aromatyzowane 400 ml,"['desperados', 'original', 'piwo', 'aromatyzowane', '400']",,,0.14545454545454548,False
5000507039829.0,Przetarte ananas kokos hortex 300ml,2,przetarte ananas kokos hortex 300ml,"['przetarte', 'ananas', 'kokos', 'hortex', '300ml']",,,0.14545454545454548,False
3211201116484.0,Wino Beauvillon 1l,2,wino beauvillon 1l,"['wino', 'beauvillon', '1l']",,,0.14545454545454548,False
